SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-23-2017,Single Family Residential,5245 Karl Pl NE,Washington,DC,20019,360000,4,4.0,Deanwood,3100,2500,2017,57,116,,Sold,,,http://www.redfin.com/DC/Washington/5245-Karl-Pl-NE-20019/home/17530334,MRIS,DC9899789,N,Y,38.901863,-76.9233579
PAST SALE,,Multi-Family (2-4 Unit),4257 6th St SE,Washington,DC,20032,450000,4,4.0,,2442,3289,1952,,184,,,,,http://www.redfin.com/DC/Washington/4257-6th-St-SE-20032/home/10169902,,,N,Y,38.827318,-76.99874
PAST SALE,August-29-2017,Single Family Residential,1375 Underwood St NW,Washington,DC,20012,649000,4,3.0,Brightwood,2490,5002,1946,51,261,,Sold,,,http://www.redfin.com/DC/Washington/1375-Underwood-St-NW-20012/home/10022915,MRIS,DC9997510,N,Y,38.9692028,-77.0326752
PAST SALE,,Condo/Co-op,6827 4th St NW Apt 120,Washington,DC,20012,652100,4,2.5,,1921,,2000,,339,,,,,http://www.redfin.com/DC/Washington/6827-4th-St-NW-20012/unit-120/home/10184576,,,N,Y,38.9729594,-77.0174318
PAST SALE,,Multi-Family (2-4 Unit),1212 Talbert St SE,Washington,DC,20020,485000,4,4.0,,2652,3442,1941,,183,,,,,http://www.redfin.com/DC/Washington/1212-Talbert-St-SE-20020/home/10159186,,,N,Y,38.8625442,-76.99165
PAST SALE,July-26-2017,Single Family Residential,3755 Kanawha St NW,Washington,DC,20015,1709000,4,4.5,Chevy Chase,3560,5880,1920,85,480,,Sold,,,http://www.redfin.com/DC/Washington/3755-Kanawha-St-NW-20015/home/9971026,MRIS,DC9943647,N,Y,38.960522,-77.0741369
PAST SALE,August-9-2017,Single Family Residential,3722 24th St NE,Washington,DC,20018,729000,4,3.5,Woodridge,1083,3105,1927,71,673,,Sold,,,http://www.redfin.com/DC/Washington/3722-24th-St-NE-20018/home/10103937,MRIS,DC9999479,N,Y,38.9359367,-76.9723869
PAST SALE,August-15-2017,Single Family Residential,3765 Northampton St NW,Washington,DC,20015,1787500,4,3.0,Chevy Chase,4385,9563,1907,65,408,,Sold,,,http://www.redfin.com/DC/Washington/3765-Northampton-St-NW-20015/home/9970567,MRIS,DC9935322,N,Y,38.9660349,-77.0753961
PAST SALE,,Condo/Co-op,2735 Connecticut Ave NW,Washington,DC,20008,1200000,4,3.0,,2016,,1922,,595,,,,,http://www.redfin.com/DC/Washington/2735-Connecticut-Ave-NW-20008/home/9989029,,,N,Y,38.9268131,-77.0530813
PAST SALE,August-5-2017,Single Family Residential,3039 Oliver St NW,Washington,DC,20015,1130000,4,3.0,Chevy Chase,3509,5732,1949,75,322,,Sold,,,http://www.redfin.com/DC/Washington/3039-Oliver-St-NW-20015/home/9993941,MRIS,DC9986451,N,Y,38.9674049,-77.0588004
PAST SALE,,Single Family Residential,5137 Yuma St NW,Washington,DC,20016,1450000,4,5.5,,4106,12097,1988,,353,,,,,http://www.redfin.com/DC/Washington/5137-Yuma-St-NW-20016/home/9944981,,,N,Y,38.9460279,-77.1015123
PAST SALE,August-9-2017,Multi-Family (5+ Unit),419 Kennedy St NW,Washington,DC,20011,825000,,,Petworth,2720,4760,1935,71,303,,Sold,,,http://www.redfin.com/DC/Washington/419-Kennedy-St-NW-20011/home/10061593,MRIS,DC10027350,N,Y,38.9566747,-77.0186245
PAST SALE,,Multi-Family (2-4 Unit),5109 2nd St NW Apt 2,Washington,DC,20011,362500,4,4.0,,2800,3450,1937,,129,,,,,http://www.redfin.com/DC/Washington/5109-2nd-St-NW-20011/unit-2/home/10069808,,,N,Y,38.9526476,-77.0132256
PAST SALE,August-25-2017,Single Family Residential,6635 Harlan Pl NW,Washington,DC,20012,655000,4,2.5,Takoma Park,1760,3890,1925,55,372,,Sold,,,http://www.redfin.com/DC/Washington/6635-Harlan-Pl-NW-20012/home/10067767,MRIS,DC10009854,N,Y,38.9714185,-77.0103576
PAST SALE,August-15-2017,Single Family Residential,4405 Southern Ave,Capitol Heights,MD,20743,100000,4,2.0,Bradbury Heights,1440,4400,1940,65,69,,Sold,,,http://www.redfin.com/MD/Capitol-Heights/4405-Southern-Ave-SE-20743/home/12486969,MRIS,PG9935563,N,Y,38.873142,-76.934226
PAST SALE,,Multi-Family (2-4 Unit),2800 Texas Ave SE,Washington,DC,20020,380190,4,4.0,,3496,3551,1953,,109,,,,,http://www.redfin.com/DC/Washington/2800-Texas-Ave-SE-20020/home/10151469,,,N,Y,38.8678239,-76.9675432
PAST SALE,August-22-2017,Single Family Residential,2007 32nd St SE,Washington,DC,20020,575000,4,2.5,Hill Crest,1641,5250,2005,58,350,,Sold,,,http://www.redfin.com/DC/Washington/2007-32nd-St-SE-20020/home/10340907,MRIS,DC9970049,N,Y,38.8652969,-76.961774
PAST SALE,August-14-2017,Single Family Residential,1415 Roxanna Rd NW,Washington,DC,20012,845000,4,3.5,Shepherd Park,2952,5000,1947,66,286,,Sold,,,http://www.redfin.com/DC/Washington/1415-Roxanna-Rd-NW-20012/home/10021331,MRIS,DC9991993,N,Y,38.9879808,-77.0320803
PAST SALE,August-25-2017,Single Family Residential,1330 Kalmia Rd NW,Washington,DC,20012,720000,4,3.0,Shepherd Park,1610,5125,1929,55,447,,Sold,,,http://www.redfin.com/DC/Washington/1330-Kalmia-Rd-NW-20012/home/10022122,MRIS,DC10004585,N,Y,38.984529,-77.0309146
PAST SALE,August-30-2017,Multi-Family (2-4 Unit),1504 18th St SE,Washington,DC,20020,600000,,,Anacostia,3440,3024,1941,50,174,,Sold,,,http://www.redfin.com/DC/Washington/1504-18th-St-SE-20020/home/10147414,MRIS,DC9852739,N,Y,38.8717368,-76.9787321
PAST SALE,,Multi-Family (2-4 Unit),332 18th Pl NE Apt 4,Washington,DC,20002,350000,4,4.0,,2450,2943,1937,,143,,,,,http://www.redfin.com/DC/Washington/332-18th-Pl-NE-20002/unit-4/home/10115115,,,N,Y,38.8944719,-76.9783135
PAST SALE,September-7-2017,Multi-Family (2-4 Unit),535 16th St NE,Washington,DC,20002,585000,,,Old City #1,2410,2201,1951,42,243,,Sold,,,http://www.redfin.com/DC/Washington/535-16th-St-NE-20002/home/10113796,MRIS,DC10080992,N,Y,38.8971838,-76.9819957
PAST SALE,,Condo/Co-op,1103 Morse St NE,Washington,DC,20002,422320,4,1.5,,1598,,1910,,264,,,,,http://www.redfin.com/DC/Washington/1103-Morse-St-NE-20002/home/10097281,,,N,Y,38.904508,-76.9920108
PAST SALE,July-21-2017,Single Family Residential,5009 Albemarle St NW,Washington,DC,20016,1095000,4,3.0,American University Park,1612,4450,1934,90,679,,Sold,,,http://www.redfin.com/DC/Washington/5009-Albemarle-St-NW-20016/home/9945739,MRIS,DC9951216,N,Y,38.94812,-77.099067
PAST SALE,July-24-2017,Single Family Residential,1421 Nicholson St NW,Washington,DC,20011,775000,4,3.0,16th Street Heights,2584,5979,1947,87,300,,Sold,,,http://www.redfin.com/DC/Washington/1421-Nicholson-St-NW-20011/home/10172349,MRIS,DC9965573,N,Y,38.9604247,-77.0347881
PAST SALE,July-28-2017,Single Family Residential,2818 Rittenhouse St NW,Washington,DC,20015,1069000,4,3.5,Chevy Chase,2061,4600,1936,83,519,,Sold,,,http://www.redfin.com/DC/Washington/2818-Rittenhouse-St-NW-20015/home/9994141,MRIS,DC9973221,N,Y,38.9695162,-77.059185
PAST SALE,August-25-2017,Single Family Residential,4809 Deanwood Dr,Capitol Heights,MD,20743,172650,4,2.0,Deanwood Park,920,6625,1983,55,188,,Sold,,,http://www.redfin.com/MD/Capitol-Heights/4809-Deanwood-Dr-20743/home/11028741,MRIS,PG10009985,N,Y,38.90634,-76.924392
PAST SALE,August-17-2017,Single Family Residential,1425 Otis St NE,Washington,DC,20017,600000,4,2.0,Brookland,1673,5706,1955,63,359,,Sold,,,http://www.redfin.com/DC/Washington/1425-Otis-St-NE-20017/home/10093348,MRIS,DC10020929,N,Y,38.9345892,-76.9854767
PAST SALE,,Condo/Co-op,4324 14th St NW,Washington,DC,20011,707000,4,3.0,,2630,,1910,,269,,,,,http://www.redfin.com/DC/Washington/4324-14th-St-NW-20011/home/10016299,,,N,Y,38.9437691,-77.0329812
PAST SALE,,Multi-Family (2-4 Unit),1106 Holbrook Ter NE Apt 2,Washington,DC,20002,415000,4,4.0,,2368,2336,1931,,175,,,,,http://www.redfin.com/DC/Washington/1106-Holbrook-Ter-NE-20002/unit-2/home/10094747,,,N,Y,38.9081793,-76.9876028
PAST SALE,September-29-2017,Single Family Residential,5058 Sedgwick St NW,Washington,DC,20016,2000000,4,3.0,Spring Valley,3421,9454,1940,20,585,,Sold,,,http://www.redfin.com/DC/Washington/5058-Sedgwick-St-NW-20016/home/9945397,MRIS,DC10006137,N,Y,38.9380512,-77.1007096
PAST SALE,September-29-2017,Single Family Residential,3201 Garfield St NW,Washington,DC,20008,1610000,4,4.5,Massachusetts Avenue Hei,3390,7965,1922,20,475,,Sold,,,http://www.redfin.com/DC/Washington/3201-Garfield-St-NW-20008/home/9988063,MRIS,DC10029899,N,Y,38.9277563,-77.0639441
PAST SALE,July-24-2017,Single Family Residential,7616 13th St NW,Washington,DC,20012,635000,4,2.5,Shepherd Park,1877,6200,1927,87,338,,Sold,,,http://www.redfin.com/DC/Washington/7616-13th-St-NW-20012/home/10022241,MRIS,DC9997208,N,Y,38.9827482,-77.0299426
PAST SALE,July-21-2017,Single Family Residential,1209 40th St NE,Washington,DC,20019,512282,4,2.5,Lily Ponds,2300,5040,2016,90,223,,Sold,,,http://www.redfin.com/DC/Washington/1209-40th-St-NE-20019/home/108666858,MRIS,DC9750300,N,Y,38.9060212,-76.9463569
PAST SALE,September-18-2017,Single Family Residential,2228 R St SE,Washington,DC,20020,490000,4,3.0,Fairlawn,2069,3850,1910,31,237,,Sold,,,http://www.redfin.com/DC/Washington/2228-R-St-SE-20020/home/10148324,MRIS,DC10026871,N,Y,38.8696438,-76.9736043
PAST SALE,September-25-2017,Multi-Family (2-4 Unit),1704 R St SE,Washington,DC,20020,250000,,,Anacostia,2720,3400,1938,24,92,,Sold,,,http://www.redfin.com/DC/Washington/1704-R-St-SE-20020/home/10148508,MRIS,DC10014636,N,Y,38.8696908,-76.9804157
PAST SALE,,Single Family Residential,7636 17th St NW,Washington,DC,20012,800000,4,3.5,,2368,9498,1938,,338,,,,,http://www.redfin.com/DC/Washington/7636-17th-St-NW-20012/home/10019950,,,N,Y,38.9837436,-77.0392427
PAST SALE,September-29-2017,Single Family Residential,3009 Daniel Ln NW,Washington,DC,20015,909000,4,3.0,Hawthorne,3249,8346,1952,20,280,,Sold,,,http://www.redfin.com/DC/Washington/3009-Daniel-Ln-NW-20015/home/9996956,MRIS,DC10022730,N,Y,38.981649,-77.0529598
PAST SALE,July-31-2017,Multi-Family (2-4 Unit),114 Joliet St SW,Washington,DC,20032,250000,,,Congress Heights,1600,4548,1953,80,156,,Sold,,,http://www.redfin.com/DC/Washington/114-Joliet-St-20032/home/10172154,MRIS,DC9999808,N,Y,38.8213806,-77.0059444
PAST SALE,August-14-2017,Single Family Residential,5224 Bass Pl SE,Washington,DC,20019,394000,4,3.5,Marshall Heights,2400,3500,2017,66,164,,Sold,,,http://www.redfin.com/DC/Washington/5224-Bass-Pl-SE-20019/home/141036600,MRIS,DC9999251,N,Y,38.8854203,-76.9262878
PAST SALE,August-18-2017,Single Family Residential,3008 Alabama Ave SE,Washington,DC,20020,510000,4,3.0,Hill Crest,1008,2875,1925,62,506,,Sold,,,http://www.redfin.com/DC/Washington/3008-Alabama-Ave-SE-20020/home/10151922,MRIS,DC9987555,N,Y,38.861289,-76.964197
PAST SALE,September-25-2017,Single Family Residential,4305 Massachusetts Ave SE,Washington,DC,20019,455000,4,3.0,Fort Dupont Park,1288,3234,1967,24,353,,Sold,,,http://www.redfin.com/DC/Washington/4305-Massachusetts-Ave-SE-20019/home/10137738,MRIS,DC10036014,N,Y,38.8691867,-76.940376
PAST SALE,September-15-2017,Multi-Family (2-4 Unit),162 36th St NE,Washington,DC,20019,525000,,,Deanwood,3060,3381,1941,34,172,,Sold,,,http://www.redfin.com/DC/Washington/162-36th-St-NE-20019/home/10118120,MRIS,DC10027773,N,Y,38.892017,-76.9529206
PAST SALE,September-29-2017,Multi-Family (2-4 Unit),2238 S St SE,Washington,DC,20020,575000,,,Randle Heights,3080,1841,1942,20,187,,Sold,,,http://www.redfin.com/DC/Washington/2238-S-St-SE-20020/home/10150755,MRIS,DC10002228,N,Y,38.8684396,-76.9734415
PAST SALE,,Multi-Family (2-4 Unit),3117 Buena Vista Ter SE,Washington,DC,20020,525000,4,4.0,,2880,6662,1945,,182,,,,,http://www.redfin.com/DC/Washington/3117-Buena-Vista-Ter-SE-20020/home/10156717,,,N,Y,38.8516173,-76.9659749
PAST SALE,September-6-2017,Condo/Co-op,2803 Sherman Ave NW #1,Washington,DC,20001,699900,4,2.5,Columbia Heights,1700,,2017,43,412,342,Sold,,,http://www.redfin.com/DC/Washington/2803-Sherman-Ave-NW-20001/unit-1/home/128010904,MRIS,DC10007991,N,Y,38.9260506,-77.0255781
PAST SALE,September-21-2017,Condo/Co-op,774 Girard St NW Unit 7W,Washington,DC,20001,2300000,4,4.0,Columbia Heights,5077,,1900,28,453,850,Sold,,,http://www.redfin.com/DC/Washington/774-Girard-St-NW-20001/unit-7W/home/108155278,MRIS,DC10062849,N,Y,38.9259272,-77.0251889
PAST SALE,September-26-2017,Multi-Family (2-4 Unit),1721 U St NW,Washington,DC,20009,1450000,,,Dupont,2611,1190,1910,23,555,,Sold,,,http://www.redfin.com/DC/Washington/1721-U-St-NW-20009/home/9857014,MRIS,DC9945221,N,Y,38.917221,-77.039291
PAST SALE,,Multi-Family (2-4 Unit),1343 Bryant St NE Apt 4,Washington,DC,20018,317000,4,4.0,,3200,2720,1941,,99,,,,,http://www.redfin.com/DC/Washington/1343-Bryant-St-NE-20018/unit-4/home/10091252,,,N,Y,38.9208792,-76.9870342
PAST SALE,,Single Family Residential,5136 Linnean Ter NW,Washington,DC,20008,850000,2,3.0,,1648,6500,1951,,516,,,,,http://www.redfin.com/DC/Washington/5136-Linnean-Ter-NW-20008/home/9981280,,,N,Y,38.9566131,-77.0677835
PAST SALE,,Condo/Co-op,520 Shepherd St NW,Washington,DC,20011,520000,4,3.0,,1932,,1912,,269,,,,,http://www.redfin.com/DC/Washington/520-Shepherd-St-NW-20011/home/10059029,,,N,Y,38.93956,-77.019855
PAST SALE,September-22-2017,Single Family Residential,6617 Eastern Ave,Takoma Park,MD,20912,410000,4,2.0,Takoma Park,1512,6300,1928,27,271,,Sold,,,http://www.redfin.com/MD/Takoma-Park/6617-Eastern-Ave-20912/home/10972949,MRIS,MC10040361,N,Y,38.9703945,-77.0078972
PAST SALE,October-2-2017,Single Family Residential,6620 6th St NW,Washington,DC,20012,830000,4,3.5,Brightwood/takoma Park,2992,4708,1927,17,277,,Sold,,,http://www.redfin.com/DC/Washington/6620-6th-St-NW-20012/home/10053469,MRIS,DC10043650,N,Y,38.9707797,-77.0216619
PAST SALE,October-4-2017,Single Family Residential,5109 Manning Pl NW,Washington,DC,20016,1449000,4,3.0,Kent,2881,7157,1953,15,503,,Sold,,,http://www.redfin.com/DC/Washington/5109-Manning-Pl-NW-20016/home/9944109,MRIS,DC10000759,N,Y,38.9343295,-77.1052745
PAST SALE,September-29-2017,Single Family Residential,2609 Wade Rd SE,Washington,DC,20020,200000,4,2.0,Barry Farms,638,2170,1932,20,313,,Sold,,,http://www.redfin.com/DC/Washington/2609-Wade-Rd-SE-20020/home/10160675,MRIS,DC9923739,N,Y,38.8597896,-76.9966838
PAST SALE,July-27-2017,Single Family Residential,8126 West Beach Dr NW,Washington,DC,20012,925000,4,4.0,Colonial Village,2352,7336,1941,84,393,,Sold,,,http://www.redfin.com/DC/Washington/8126-W-Beach-Dr-NW-20012/home/10020567,MRIS,DC9945550,N,Y,38.9897676,-77.0448424
PAST SALE,August-23-2017,Single Family Residential,4816 Alton Pl NW,Washington,DC,20016,925000,4,2.0,American University Park,2232,4998,1934,57,414,,Sold,,,http://www.redfin.com/DC/Washington/4816-Alton-Pl-NW-20016/home/9946272,MRIS,DC10017134,N,Y,38.9468976,-77.0952734
PAST SALE,September-21-2017,Single Family Residential,1404 42nd Pl SE,Washington,DC,20020,400000,4,2.0,Fort Dupont Park,816,3000,1964,28,490,,Sold,,,http://www.redfin.com/DC/Washington/1404-42nd-Pl-SE-20020/home/10138176,MRIS,DC10016574,N,Y,38.8688515,-76.9430068
PAST SALE,August-31-2017,Single Family Residential,3623 Patterson St NW,Washington,DC,20015,900000,4,1.5,Chevy Chase,1505,5764,1928,49,598,,Sold,,,http://www.redfin.com/DC/Washington/3623-Patterson-St-NW-20015/home/9970465,MRIS,DC10017356,N,Y,38.9678384,-77.0736594
PAST SALE,September-8-2017,Single Family Residential,2908 Legation St NW,Washington,DC,20015,950000,4,2.5,Chevy Chase,1436,4556,1940,41,662,,Sold,,,http://www.redfin.com/DC/Washington/2908-Legation-St-NW-20015/home/9993291,MRIS,DC10014479,N,Y,38.9645149,-77.0591283
PAST SALE,September-22-2017,Single Family Residential,5341 Jay St NE,Washington,DC,20019,353000,4,3.0,Deanwood,864,5000,2003,27,409,,Sold,,,http://www.redfin.com/DC/Washington/5341-Jay-St-NE-20019/home/21648398,MRIS,DC10035401,N,Y,38.9011835,-76.9228977
PAST SALE,September-22-2017,Single Family Residential,1208 Benning Rd,Capitol Heights,MD,20743,224000,4,3.0,Gr Capitol Heights,2000,4924,1933,27,112,,Sold,,,http://www.redfin.com/MD/Capitol-Heights/1208-Benning-Rd-20743/home/35654100,MRIS,PG9998443,N,Y,38.8756445,-76.930379
PAST SALE,September-13-2017,Vacant Land,2109 M St NE,Washington,DC,20002,650000,,,Trinidad,,3192,,36,,,Sold,,,http://www.redfin.com/DC/Washington/2109-M-St-NE-20002/home/10333344,MRIS,DC10059312,N,Y,38.90539,-76.973698
PAST SALE,September-22-2017,Condo/Co-op,941 M St NW Unit A,Washington,DC,20001,1365000,4,3.5,Old City #2,2407,,2013,27,567,166,Sold,,,http://www.redfin.com/DC/Washington/941-M-St-NW-20001/unit-A/home/56691371,MRIS,DC10064081,N,Y,38.9058973,-77.0257166
PAST SALE,,Multi-Family (2-4 Unit),1101 Florida Ave NE,Washington,DC,20002,350000,4,4.0,,3656,2034,1910,,96,,,,,http://www.redfin.com/DC/Washington/1101-Florida-Ave-NE-20002/home/9907867,,,N,Y,38.9030386,-76.9913207
PAST SALE,,Multi-Family (2-4 Unit),1508 F St NE,Washington,DC,20002,950000,4,4.0,,2640,2829,1941,,360,,,,,http://www.redfin.com/DC/Washington/1508-F-St-NE-20002/home/10114197,,,N,Y,38.8968301,-76.9832253
PAST SALE,October-17-2017,Multi-Family (2-4 Unit),1719 H St NE,Washington,DC,20002,630000,,,Trinidad,2368,3956,1940,2,266,,Sold,,,http://www.redfin.com/DC/Washington/1719-H-St-NE-20002/home/10111988,MRIS,DC10057292,N,Y,38.9000047,-76.9779609
PAST SALE,September-20-2017,Single Family Residential,4420 Windom Pl NW,Washington,DC,20016,995000,4,3.0,American University Park,1740,4558,1939,29,572,,Sold,,,http://www.redfin.com/DC/Washington/4420-Windom-Pl-NW-20016/home/9949777,MRIS,DC10046678,N,Y,38.9453456,-77.0871667
PAST SALE,October-10-2017,Multi-Family (2-4 Unit),5615 1st Pl NW,Washington,DC,20011,699000,,,Chillum,2720,3536,1935,9,257,,Sold,,,http://www.redfin.com/DC/Washington/5615-1st-Pl-NW-20011/home/10068853,MRIS,DC10054443,N,Y,38.958171,-77.0123289
PAST SALE,October-16-2017,Single Family Residential,2964 University Ter NW,Washington,DC,20016,2800000,4,4.0,Kent,4043,18269,1965,3,693,,Sold,,,http://www.redfin.com/DC/Washington/2964-University-Ter-NW-20016/home/9942620,MRIS,DC9989015,N,Y,38.9299678,-77.0986698
PAST SALE,July-26-2017,Single Family Residential,2419 Monroe St NE,Washington,DC,20018,640000,4,2.0,Woodridge,2619,5680,1925,85,244,,Sold,,,http://www.redfin.com/DC/Washington/2419-Monroe-St-NE-20018/home/10104821,MRIS,DC9970122,N,Y,38.9329116,-76.9713563
PAST SALE,August-4-2017,Single Family Residential,2126 Flagler Pl NW,Washington,DC,20001,924600,4,3.0,Bloomingdale,2250,1773,1906,76,411,,Sold,,,http://www.redfin.com/DC/Washington/2126-Flagler-Pl-NW-20001/home/10049488,MRIS,DC9991035,N,Y,38.9188617,-77.0137529
PAST SALE,,Condo/Co-op,640 Franklin St NE,Washington,DC,20017,270000,4,1.0,,1388,,1927,,195,,,,,http://www.redfin.com/DC/Washington/640-Franklin-St-NE-20017/home/10076333,,,N,Y,38.9257731,-76.9967694
PAST SALE,,Condo/Co-op,2122 1st St NW,Washington,DC,20001,785000,4,2.0,,2254,,1908,,348,,,,,http://www.redfin.com/DC/Washington/2122-1st-St-NW-20001/home/10049348,,,N,Y,38.9188312,-77.0124491
PAST SALE,,Multi-Family (2-4 Unit),1617 Isherwood St NE,Washington,DC,20002,416000,4,4.0,,2904,3036,1932,,143,,,,,http://www.redfin.com/DC/Washington/1617-Isherwood-St-NE-20002/home/10114342,,,N,Y,38.8952865,-76.9810786
PAST SALE,September-13-2017,Single Family Residential,3009 South Dakota Ave NE,Washington,DC,20018,660000,4,3.5,Woodridge,2703,8000,1922,36,244,,Sold,,,http://www.redfin.com/DC/Washington/3009-S-Dakota-Ave-NE-20018/home/10106106,MRIS,DC9988828,N,Y,38.9293431,-76.9691375
PAST SALE,September-14-2017,Single Family Residential,3807 Massachusetts Ave SE,Washington,DC,20019,447000,4,3.0,Hill Crest,1258,5000,1963,35,355,,Sold,,,http://www.redfin.com/DC/Washington/3807-Massachusetts-Ave-SE-20019/home/10145100,MRIS,DC9969990,N,Y,38.8728772,-76.9496202
PAST SALE,September-14-2017,Single Family Residential,5008 B St SE,Washington,DC,20019,375000,4,3.0,Marshall Heights,1564,4000,1938,35,240,,Sold,,,http://www.redfin.com/DC/Washington/5008-B-St-SE-20019/home/10134758,MRIS,DC9931035,N,Y,38.8867977,-76.9298686
PAST SALE,September-22-2017,Single Family Residential,5643 Clay Pl NE,Washington,DC,20019,170000,4,2.0,Deanwood,1080,4400,1943,27,157,,Sold,,,http://www.redfin.com/DC/Washington/5643-Clay-Pl-NE-20019/home/10191169,MRIS,DC9887372,N,Y,38.8936283,-76.919305
PAST SALE,October-10-2017,Single Family Residential,2312 Woodridge St NE,Washington,DC,20018,861000,4,3.5,Woodridge,3050,8133,1913,9,282,,Sold,,,http://www.redfin.com/DC/Washington/2312-Woodridge-St-NE-20018/home/10104274,MRIS,DC10056104,N,Y,38.9298874,-76.972422
PAST SALE,July-31-2017,Single Family Residential,1149 42nd St NE,Washington,DC,20019,260000,4,2.0,Lily Ponds,1308,2280,1940,80,199,,Sold,,,http://www.redfin.com/DC/Washington/1149-42nd-St-NE-20019/home/10121416,MRIS,DC9910537,N,Y,38.9053086,-76.9430988
PAST SALE,August-7-2017,Single Family Residential,5716 Jost St,Fairmount Heights,MD,20743,260000,4,3.0,West Fairmount,692,6050,1924,73,376,,Sold,,,http://www.redfin.com/MD/Fairmount-Heights/5716-Jost-St-20743/home/11022819,MRIS,PG9962575,N,Y,38.900885,-76.9180242
PAST SALE,October-13-2017,Single Family Residential,714 55th St NE,Washington,DC,20019,241000,4,3.0,Deanwood,2080,5661,2006,6,116,,Sold,,,http://www.redfin.com/DC/Washington/714-55th-St-NE-20019/home/10129074,MRIS,DC10017251,N,Y,38.8988312,-76.9221168
PAST SALE,October-4-2017,Single Family Residential,6377 31st Pl NW,Washington,DC,20015,725000,4,3.0,Chevy Chase,2210,6227,1936,15,328,,Sold,,,http://www.redfin.com/DC/Washington/6377-31st-Pl-NW-20015/home/9995521,MRIS,DC10061288,N,Y,38.9747949,-77.0585796
PAST SALE,October-17-2017,Single Family Residential,6336 Utah Ave NW,Washington,DC,20015,1005000,4,3.0,Chevy Chase,2127,7738,1933,2,472,,Sold,,,http://www.redfin.com/DC/Washington/6336-Utah-Ave-NW-20015/home/9980070,MRIS,DC10061732,N,Y,38.9739636,-77.0653413
