SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-5-2017,Condo/Co-op,3810 39th St NW Unit A121,Washington,DC,20016,500000,2,2.0,Cleveland Park,1360,,1942,13,368,729,Sold,,,http://www.redfin.com/DC/Washington/3810-39th-St-NW-20016/unit-A121/home/143414402,MRIS,DC10039407,N,Y,38.9389366,-77.0785397
PAST SALE,October-12-2017,Condo/Co-op,525 Water St SW #415,Washington,DC,20024,1190000,2,2.5,Southwest,1510,,2016,6,788,1257,Sold,,,http://www.redfin.com/DC/Washington/525-Water-St-SW-20024/unit-415/home/113172862,MRIS,DC9871095,N,Y,38.876059,-77.0202399
PAST SALE,October-13-2017,Condo/Co-op,1534 5th St NW #1,Washington,DC,20001,850000,2,2.5,Shaw,1535,,2015,5,554,183,Sold,,,http://www.redfin.com/DC/Washington/1534-5th-St-NW-20001/unit-1/home/113744251,MRIS,DC10063755,N,Y,38.9106586,-77.0189209
PAST SALE,October-13-2017,Condo/Co-op,400 Massachusetts Ave NW #916,Washington,DC,20001,772000,2,2.0,Central,1370,,2004,5,564,747,Sold,,,http://www.redfin.com/DC/Washington/400-Massachusetts-Ave-NW-20001/unit-916/home/10343590,MRIS,DC10049358,N,Y,38.9000581,-77.0171333
PAST SALE,September-8-2017,Condo/Co-op,4200 Massachusetts Ave NW #404,Washington,DC,20016,650000,2,2.0,Wesley Heights,1666,,1971,40,390,2132,Sold,,,http://www.redfin.com/DC/Washington/4200-Massachusetts-Ave-NW-20016/unit-404/home/9950666,MRIS,DC10005633,N,Y,38.9348171,-77.0828442
PAST SALE,September-5-2017,Condo/Co-op,3566 13th St NW #2,Washington,DC,20010,699900,2,2.0,Columbia Heights,1379,,1905,43,508,279,Sold,,,http://www.redfin.com/DC/Washington/3566-13th-St-NW-20010/unit-2/home/109280123,MRIS,DC9933851,N,Y,38.934026,-77.030046
PAST SALE,September-29-2017,Condo/Co-op,3900 Watson Pl NW Unit B-1E,Washington,DC,20016,430000,2,2.0,Observatory Circle,1250,,1960,19,344,1469,Sold,,,http://www.redfin.com/DC/Washington/3900-Watson-Pl-NW-20016/unit-B-1E/home/40196018,MRIS,DC9961121,N,Y,38.92809,-77.078147
PAST SALE,October-12-2017,Condo/Co-op,3315 Wisconsin Ave NW #405,Washington,DC,20016,455000,2,2.0,Cleveland Park,1375,,1959,6,331,987,Sold,,,http://www.redfin.com/DC/Washington/3315-Wisconsin-Ave-NW-20016/unit-405/home/22012454,MRIS,DC10036156,N,Y,38.9337945,-77.0720614
PAST SALE,July-28-2017,Condo/Co-op,1124 10th St NW Unit 3A,Washington,DC,20001,865000,2,2.0,Old City #2,1436,,1920,82,602,504,Sold,,,http://www.redfin.com/DC/Washington/1124-10th-St-NW-20001/unit-3A/home/10189698,MRIS,DC9965108,N,Y,38.9049853,-77.0262925
PAST SALE,,Condo/Co-op,917 9th St NE,Washington,DC,20002,530000,2,1.0,,1321,,1913,,401,,,,,http://www.redfin.com/DC/Washington/917-9th-St-NE-20002/home/9903943,,,N,Y,38.901867,-76.9934966
PAST SALE,,Townhouse,3573 Warder St NW Apt 8,Washington,DC,20010,550000,2,2.5,,1440,,2008,,382,,,,,http://www.redfin.com/DC/Washington/3573-Warder-St-NW-20010/unit-8/home/18231987,,,N,Y,38.9345694,-77.0206436
PAST SALE,August-24-2017,Condo/Co-op,2500 Virginia Ave NW Unit 1116-S,Washington,DC,20037,955000,2,2.0,Watergate,1811,,1971,55,527,2173,Sold,,,http://www.redfin.com/DC/Washington/2500-Virginia-Ave-NW-20037/unit-1116-S/home/141449836,MRIS,DC10000170,N,Y,38.8986984,-77.0542547
PAST SALE,August-29-2017,Condo/Co-op,1701 16th St NW #415,Washington,DC,20009,525000,2,1.0,Dupont,1860,,1920,50,282,780,Sold,,,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-415/home/21477935,MRIS,DC9945524,N,Y,38.9130203,-77.036064
PAST SALE,,Condo/Co-op,1155 23rd St NW Apt 3M,Washington,DC,20037,810000,1,1.0,,1094,,2000,,740,,,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-3M/home/10182738,,,N,Y,38.9048499,-77.0497577
PAST SALE,August-24-2017,Condo/Co-op,4200 Massachusetts Ave NW #119,Washington,DC,20016,550000,2,2.5,Wesley Heights,1805,,1971,55,305,2288,Sold,,,http://www.redfin.com/DC/Washington/4200-Massachusetts-Ave-NW-20016/unit-119/home/9950633,MRIS,DC9813731,N,Y,38.9348171,-77.0828442
PAST SALE,October-10-2017,Condo/Co-op,2619 Douglass Pl SE #403,Washington,DC,20020,300000,2,2.0,Barry Farms / Hillsdale,1274,,2002,8,235,381,Sold,,,http://www.redfin.com/DC/Washington/2619-Douglass-Pl-20020/unit-403/home/10188980,MRIS,DC10049296,N,Y,38.8568737,-76.9887945
PAST SALE,October-13-2017,Condo/Co-op,246 Maryland Ave NE Unit B,Washington,DC,20002,800000,2,2.5,Capitol Hill,1250,,1971,5,640,621,Sold,,,http://www.redfin.com/DC/Washington/246-Maryland-Ave-NE-20002/unit-B/home/109713648,MRIS,DC10057212,N,Y,38.8925358,-77.0021858
PAST SALE,October-3-2017,Condo/Co-op,920 I St NW #802,Washington,DC,20001,1345000,2,2.0,Central,1425,,2013,15,944,1748,Sold,,,http://www.redfin.com/DC/Washington/920-I-St-NW-20001/unit-802/home/55187063,MRIS,DC9980556,N,Y,38.9006818,-77.024557
PAST SALE,,Condo/Co-op,1326 Montello Ave NE #1,Washington,DC,20002,631500,,,,,,,,,,,,,http://www.redfin.com/DC/Washington/1326-Montello-Ave-NE-20002/unit-1/home/109293081,,,N,Y,38.9053592,-76.9886423
PAST SALE,July-25-2017,Condo/Co-op,4000 Cathedral Ave NW Unit 425B,Washington,DC,20016,749000,2,2.0,Observatory Circle,1800,,1931,85,416,1830,Sold,,,http://www.redfin.com/DC/Washington/4000-Cathedral-Ave-NW-20016/unit-425B/home/17487986,MRIS,DC9976416,N,Y,38.9289777,-77.0791557
PAST SALE,,Condo/Co-op,3610 38th St NW Apt B266,Washington,DC,20016,138434,2,2.0,,1273,,1942,,109,,,,,http://www.redfin.com/DC/Washington/3610-38th-St-NW-20016/unit-B266/home/9968210,,,N,Y,38.937771,-77.0763161
PAST SALE,September-7-2017,Condo/Co-op,1015 33rd St NW #707,Washington,DC,20007,950000,2,2.5,Georgetown,2036,,1985,41,467,1524,Sold,,,http://www.redfin.com/DC/Washington/1015-33rd-St-NW-20007/unit-707/home/9923051,MRIS,DC9881628,N,Y,38.9038172,-77.0656245
PAST SALE,September-8-2017,Condo/Co-op,440 M St NW #1,Washington,DC,20001,709500,2,2.0,Old City #2,1610,,1925,40,441,275,Sold,,,http://www.redfin.com/DC/Washington/440-M-St-NW-20001/unit-1/home/9884484,MRIS,DC9952923,N,Y,38.9054193,-77.0179789
PAST SALE,,Condo/Co-op,2328 Champlain St NW Apt 417,Washington,DC,20009,506000,2,3.0,,1910,,2002,,265,,,,,http://www.redfin.com/DC/Washington/2328-Champlain-St-NW-20009/unit-417/home/10187779,,,N,Y,38.9206586,-77.0413024
PAST SALE,September-5-2017,Condo/Co-op,1515 15th St NW #419,Washington,DC,20005,1160000,2,2.5,Logan Circle,1412,,2008,43,822,880,Sold,,,http://www.redfin.com/DC/Washington/1515-15th-St-NW-20005/unit-419/home/21645323,MRIS,DC10029571,N,Y,38.909944,-77.0341615
PAST SALE,September-12-2017,Condo/Co-op,2501 Wisconsin Ave NW #7,Washington,DC,20007,780000,2,2.5,Observatory Circle,1667,,2006,36,468,816,Sold,,,http://www.redfin.com/DC/Washington/2501-Wisconsin-Ave-NW-20007/unit-7/home/11747359,MRIS,DC10025227,N,Y,38.922841,-77.0725987
PAST SALE,September-12-2017,Condo/Co-op,3303 Water St NW Unit 5C,Washington,DC,20007,1620000,2,2.0,Georgetown,1417,,2004,36,1143,1945,Sold,,,http://www.redfin.com/DC/Washington/3303-Water-St-NW-20007/unit-5C/home/10344114,MRIS,DC9842974,N,Y,38.9039772,-77.0665505
PAST SALE,September-7-2017,Condo/Co-op,1015 33rd St NW #710,Washington,DC,20007,840000,2,2.0,Georgetown,1461,,1985,41,575,1125,Sold,,,http://www.redfin.com/DC/Washington/1015-33rd-St-NW-20007/unit-710/home/9923058,MRIS,DC9834559,N,Y,38.9038172,-77.0656245
PAST SALE,September-8-2017,Condo/Co-op,332 18th Pl NE #1,Washington,DC,20002,339900,2,1.0,Kingman Park,3360,,1938,40,101,202,Sold,,,http://www.redfin.com/DC/Washington/332-18th-Pl-NE-20002/unit-1/home/109411951,MRIS,DC9870685,N,Y,38.8944719,-76.9783135
PAST SALE,October-2-2017,Condo/Co-op,2939 Van Ness St NW #1247,Washington,DC,20008,510000,2,2.0,Forest Hills,1250,,1964,16,408,1103,Sold,,,http://www.redfin.com/DC/Washington/2939-Van-Ness-St-NW-20008/unit-1247/home/9983415,MRIS,DC10028291,N,Y,38.9443887,-77.0601806
PAST SALE,August-10-2017,Condo/Co-op,1514 Q St NW #2,Washington,DC,20009,1050000,2,2.0,14th Street Corridor,1320,,1885,69,795,214,Sold,,,http://www.redfin.com/DC/Washington/1514-Q-St-NW-20009/unit-2/home/124599546,MRIS,DC9979784,N,Y,38.910865,-77.035301
PAST SALE,,Condo/Co-op,1155 23rd St NW Apt 7C,Washington,DC,20037,1510000,2,2.5,,1859,,2000,,812,,,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-7C/home/10182611,,,N,Y,38.9048068,-77.0497606
PAST SALE,September-29-2017,Condo/Co-op,343 Cedar St NW #103,Washington,DC,20012,455000,2,2.5,Brightwood,1264,,2005,19,360,580,Sold,,,http://www.redfin.com/DC/Washington/343-Cedar-St-NW-20012/unit-103/home/10349836,MRIS,DC10023576,N,Y,38.9748603,-77.018094
PAST SALE,July-27-2017,Condo/Co-op,1155 23rd St NW Unit 6A,Washington,DC,20037,2675000,2,3.5,West End,2850,,2000,83,939,3318,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-6A/home/10182567,MRIS,DC10016650,N,Y,38.9048499,-77.0497577
PAST SALE,August-1-2017,Condo/Co-op,910 M St NW #401,Washington,DC,20001,843000,2,2.5,Mount Vernon,1300,,2006,78,648,811,Sold,,,http://www.redfin.com/DC/Washington/910-M-St-NW-20001/unit-000401/home/11746781,MRIS,DC9975962,N,Y,38.9052408,-77.0246438
PAST SALE,July-31-2017,Condo/Co-op,530 N SW Unit S709,Washington,DC,20024,625000,2,2.0,Harbour Square,1365,,1965,79,458,1252,Sold,,,http://www.redfin.com/DC/Washington/530-N-St-SW-20024/unit-S709/home/113997357,MRIS,DC9953902,N,Y,38.8746524,-77.0191624
PAST SALE,August-22-2017,Condo/Co-op,1155 23rd St NW Unit 7C,Washington,DC,20037,1510000,2,2.5,West End,1859,,2000,57,812,2744,Sold,,,http://www.redfin.com/DC/Washington/1155-23rd-St-NW-20037/unit-7C/home/113514300,MRIS,DC9894742,N,Y,38.9048499,-77.0497577
PAST SALE,August-31-2017,Condo/Co-op,2501 Pennsylvania Ave NW Unit 3B,Washington,DC,20037,1835000,2,2.5,West End,2289,,2009,48,802,2200,Sold,,,http://www.redfin.com/DC/Washington/2501-Pennsylvania-Ave-NW-20037/unit-3B/home/21657395,MRIS,DC9966252,N,Y,38.9040972,-77.0535667
PAST SALE,September-25-2017,Condo/Co-op,1735 Johnson Ave NW Unit H,Washington,DC,20009,1225000,2,2.5,Old City #2,1537,,2002,23,797,537,Sold,,,http://www.redfin.com/DC/Washington/1735-Johnson-Ave-NW-20009/unit-H/home/10185316,MRIS,DC10002915,N,Y,38.9132211,-77.0329346
PAST SALE,September-27-2017,Condo/Co-op,1310 Q St NW #4,Washington,DC,20009,1295000,2,2.5,Logan Circle,1761,,2017,21,735,165,Sold,,,http://www.redfin.com/DC/Washington/1310-Q-St-NW-20009/unit-4/home/113863826,MRIS,DC9936153,N,Y,38.9109439,-77.0302482
PAST SALE,August-18-2017,Condo/Co-op,4740 Connecticut Ave NW #916,Washington,DC,20008,575000,2,2.0,Wakefield,1254,,1956,61,459,960,Sold,,,http://www.redfin.com/DC/Washington/4740-Connecticut-Ave-NW-20008/unit-916/home/9977131,MRIS,DC9986257,N,Y,38.9518011,-77.0685895
PAST SALE,August-21-2017,Condo/Co-op,2510 Virginia Ave NW Unit 2E-N,Washington,DC,20037,775000,2,2.5,Watergate,1720,,1971,58,451,1993,Sold,,,http://www.redfin.com/DC/Washington/2510-Virginia-Ave-NW-20037/unit-2E-N/home/39846411,MRIS,DC9888254,N,Y,38.8987817,-77.0541995
PAST SALE,September-25-2017,Condo/Co-op,700 New Hampshire Ave NW #307,Washington,DC,20037,825000,2,2.0,Watergate,1381,,1971,23,597,2372,Sold,,,http://www.redfin.com/DC/Washington/700-New-Hampshire-Ave-NW-20037/unit-307/home/39582939,MRIS,DC9973376,N,Y,38.8980961,-77.0546367
PAST SALE,September-29-2017,Condo/Co-op,4000 Cathedral Ave NW Unit 809B,Washington,DC,20016,563000,2,2.0,Observatory Circle,1350,,1931,19,417,1139,Sold,,,http://www.redfin.com/DC/Washington/4000-Cathedral-Ave-NW-20016/unit-809B/home/12061142,MRIS,DC10029262,N,Y,38.9289777,-77.0791557
PAST SALE,September-28-2017,Condo/Co-op,1015 33rd St NW #509,Washington,DC,20007,1065000,2,2.0,Georgetown,1734,,1985,20,614,1383,Sold,,,http://www.redfin.com/DC/Washington/1015-33rd-St-NW-20007/unit-509/home/9923016,MRIS,DC10014947,N,Y,38.9038172,-77.0656245
PAST SALE,August-31-2017,Condo/Co-op,3540 39th St NW Unit B644,Washington,DC,20016,550000,2,2.0,Cleveland Park,1585,,1942,48,347,799,Sold,,,http://www.redfin.com/DC/Washington/3540-39th-St-NW-20016/unit-B644/home/9963193,MRIS,DC10017795,N,Y,38.9365419,-77.077795
PAST SALE,September-13-2017,Condo/Co-op,3831 Rodman St NW Unit A25,Washington,DC,20016,529000,2,2.0,Cleveland Park,1261,,1942,35,420,635,Sold,,,http://www.redfin.com/DC/Washington/3831-Rodman-St-NW-20016/unit-A25/home/9968352,MRIS,DC10021368,N,Y,38.939548,-77.075926
PAST SALE,October-13-2017,Condo/Co-op,4101 Albemarle St NW #320,Washington,DC,20016,815000,2,2.0,American University Park,1250,,2005,5,652,544,Sold,,,http://www.redfin.com/DC/Washington/4101-Albemarle-St-NW-20016/unit-320/home/10348950,MRIS,DC9978927,N,Y,38.9480669,-77.0809567
PAST SALE,August-31-2017,Condo/Co-op,1632 S St NW #12,Washington,DC,20009,960000,2,2.0,Dupont Circle,1352,,1914,48,710,424,Sold,,,http://www.redfin.com/DC/Washington/1632-S-St-NW-20009/unit-12/home/21647201,MRIS,DC9983354,N,Y,38.9138637,-77.0379686
PAST SALE,September-29-2017,Condo/Co-op,3240 Hiatt Pl NW #5,Washington,DC,20010,660235,2,2.0,Columbia Heights,1404,,2006,19,470,305,Sold,,,http://www.redfin.com/DC/Washington/3240-Hiatt-Pl-NW-20010/unit-5/home/113011921,MRIS,DC9854134,N,Y,38.9308286,-77.0350201
PAST SALE,July-20-2017,Condo/Co-op,1717 P St NW Unit C,Washington,DC,20036,1045000,2,2.0,Dupont,1400,,1986,90,746,311,Sold,,,http://www.redfin.com/DC/Washington/1717-P-St-NW-20036/unit-C/home/9862200,MRIS,DC9975363,N,Y,38.9098368,-77.039502
PAST SALE,July-25-2017,Condo/Co-op,1515 15th St NW #229,Washington,DC,20005,945000,2,2.5,Old City #2,1340,,2008,85,705,880,Sold,,,http://www.redfin.com/DC/Washington/1515-15th-St-NW-20005/unit-229/home/21645339,MRIS,DC9960961,N,Y,38.909944,-77.0341615
PAST SALE,August-23-2017,Condo/Co-op,4100 Cathedral Ave NW #802,Washington,DC,20016,695000,2,2.5,Observatory Circle,1644,,1966,56,423,1510,Sold,,,http://www.redfin.com/DC/Washington/4100-Cathedral-Ave-NW-20016/unit-802/home/82088388,MRIS,DC9737262,N,Y,38.9298715,-77.0802874
PAST SALE,October-13-2017,Condo/Co-op,1412 East Capitol St NE #1412,Washington,DC,20003,592000,2,2.5,Capitol Hill,1410,,1980,5,420,458,Sold,,,http://www.redfin.com/DC/Washington/1412-E-Capitol-St-SE-20003/unit-1412/home/9917061,MRIS,DC10051376,N,Y,38.8898026,-76.9852488
PAST SALE,October-13-2017,Condo/Co-op,225 20th St NE #2,Washington,DC,20002,574900,2,2.0,Capitol Hill East,1300,,2017,5,442,240,Sold,,,http://www.redfin.com/DC/Washington/225-20th-St-NE-20002/unit-2/home/143727423,MRIS,DC10052351,N,Y,38.8927913,-76.9759229
PAST SALE,September-13-2017,Condo/Co-op,1310 Q St NW #5,Washington,DC,20009,1595000,2,2.0,Logan Circle,1565,,2017,35,1019,151,Sold,,,http://www.redfin.com/DC/Washington/1310-Q-St-NW-20009/unit-5/home/113863941,MRIS,DC9936197,N,Y,38.9109439,-77.0302482
PAST SALE,September-18-2017,Condo/Co-op,912 F St NW #408,Washington,DC,20004,711500,2,2.0,Central,1250,,2006,30,569,795,Sold,,,http://www.redfin.com/DC/Washington/912-F-St-NW-20004/unit-000408/home/22636487,MRIS,DC10060255,N,Y,38.8971408,-77.0248566
PAST SALE,July-21-2017,Condo/Co-op,3896 Porter St NW Unit B338,Washington,DC,20016,523000,2,2.0,Cleveland Park,1327,,1942,89,394,669,Sold,,,http://www.redfin.com/DC/Washington/3896-Porter-St-NW-20016/unit-B338/home/9967004,MRIS,DC9983308,N,Y,38.9373188,-77.0768333
PAST SALE,,Condo/Co-op,2111 11th St NW Apt 3,Washington,DC,20001,775000,2,2.5,,1294,,2005,,599,,,,,http://www.redfin.com/DC/Washington/2111-11th-St-NW-20001/unit-3/home/11744813,,,N,Y,38.918564,-77.0268624
PAST SALE,August-18-2017,Condo/Co-op,4301 Military Rd NW #104,Washington,DC,20015,875000,2,2.0,Chevy Chase,1320,,2007,61,663,1102,Sold,,,http://www.redfin.com/DC/Washington/4301-Military-Rd-NW-20015/unit-104/home/12531062,MRIS,DC9947534,N,Y,38.9615117,-77.0843203
PAST SALE,August-31-2017,Condo/Co-op,2500 Virginia Ave NW Unit 1005-S,Washington,DC,20037,695000,2,2.0,Watergate,1300,,1965,48,535,1236,Sold,,,http://www.redfin.com/DC/Washington/2500-Virginia-Ave-NW-20037/unit-1005S/home/58611993,MRIS,DC9899898,N,Y,38.8988904,-77.0541811
PAST SALE,August-31-2017,Condo/Co-op,4201 Cathedral Ave NW Unit 1101W,Washington,DC,20016,450000,2,2.0,Wesley Heights,1468,,1960,48,307,1262,Sold,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-1101W/home/9952739,MRIS,DC9959749,N,Y,38.9311323,-77.0837882
PAST SALE,August-23-2017,Condo/Co-op,4200 Massachusetts Ave NW #503,Washington,DC,20016,635000,2,2.5,Wesley Heights,1821,,1971,56,349,2535,Sold,,,http://www.redfin.com/DC/Washington/4200-Massachusetts-Ave-NW-20016/unit-503/home/9950691,MRIS,DC9617926,N,Y,38.9348171,-77.0828442
PAST SALE,July-28-2017,Condo/Co-op,645 Maryland Ave NE #101,Washington,DC,20002,1800000,2,2.5,Capitol Hill,2250,,2017,82,800,488,Sold,,,http://www.redfin.com/DC/Washington/645-Maryland-Ave-NE-20002/unit-101/home/113615974,MRIS,DC9901359,N,Y,38.8942031,-76.9969982
PAST SALE,July-28-2017,Condo/Co-op,128 18th St SE #3,Washington,DC,20003,571000,2,2.0,Old City #1,1300,,1940,82,439,204,Sold,,,http://www.redfin.com/DC/Washington/128-18th-St-SE-20003/unit-3/home/49672655,MRIS,DC9994789,N,Y,38.8878154,-76.9787247
PAST SALE,July-26-2017,Condo/Co-op,1440 Church St NW #604,Washington,DC,20005,1295000,2,2.0,Old City #2,1465,,2002,84,884,576,Sold,,,http://www.redfin.com/DC/Washington/1440-Church-St-NW-20005/unit-604/home/10189304,MRIS,DC9948356,N,Y,38.9102326,-77.0328804
PAST SALE,August-2-2017,Condo/Co-op,1625 Q St NW #102,Washington,DC,20009,665000,2,2.5,Dupont Circle,1250,,1975,77,532,541,Sold,,,http://www.redfin.com/DC/Washington/1625-Q-St-NW-20036/unit-102/home/9866380,MRIS,DC9984922,N,Y,38.9112856,-77.0378446
PAST SALE,July-28-2017,Condo/Co-op,1300 N St NW #401,Washington,DC,20005,800000,2,2.0,Logan Circle,1407,,2004,82,569,743,Sold,,,http://www.redfin.com/DC/Washington/1300-N-St-NW-20005/unit-401/home/10341719,MRIS,DC9990853,N,Y,38.9069228,-77.0300516
PAST SALE,August-4-2017,Condo/Co-op,912 F St NW #1108,Washington,DC,20004,829000,2,2.5,Central,1251,,2006,75,663,795,Sold,,,http://www.redfin.com/DC/Washington/912-F-St-NW-20004/unit-1108/home/11746974,MRIS,DC9923469,N,Y,38.8971408,-77.0248561
PAST SALE,July-21-2017,Condo/Co-op,1453 Girard St NW #5,Washington,DC,20009,825000,2,2.5,Columbia Heights,1455,,1905,89,567,196,Sold,,,http://www.redfin.com/DC/Washington/1453-Girard-St-NW-20009/unit-5/home/113747236,MRIS,DC9921073,N,Y,38.9256002,-77.0344928
PAST SALE,July-31-2017,Condo/Co-op,1077 30th St NW #507,Washington,DC,20007,645000,2,2.0,Georgetown,1385,,1980,79,466,800,Sold,,,http://www.redfin.com/DC/Washington/1077-30th-St-NW-20007/unit-507/home/9924303,MRIS,DC9935326,N,Y,38.9036058,-77.0589556
PAST SALE,October-11-2017,Condo/Co-op,1310 Q St NW #1,Washington,DC,20009,1150000,2,2.5,Logan Circle,1761,,2017,7,653,165,Sold,,,http://www.redfin.com/DC/Washington/1310-Q-St-NW-20009/unit-1/home/113899283,MRIS,DC9944286,N,Y,38.9109439,-77.0302482
